user_id,username,password,role,linked_student_id,department
U_S0500,S0500,S0500,student,S0500,BBA
U_S0501,S0501,S0501,student,S0501,BBA
U_S0502,S0502,S0502,student,S0502,BBA
U_S0503,S0503,S0503,student,S0503,BBA
U_S0504,S0504,S0504,student,S0504,BBA
U_S0505,S0505,S0505,student,S0505,BBA
U_S0506,S0506,S0506,student,S0506,BBA
U_S0507,S0507,S0507,student,S0507,BBA
U_S0508,S0508,S0508,student,S0508,BBA
U_S0509,S0509,S0509,student,S0509,BBA
U_S0510,S0510,S0510,student,S0510,BBA
U_S0511,S0511,S0511,student,S0511,BBA
U_S0512,S0512,S0512,student,S0512,BBA
U_S0513,S0513,S0513,student,S0513,BBA
U_S0514,S0514,S0514,student,S0514,BBA
U_S0515,S0515,S0515,student,S0515,BBA
U_S0516,S0516,S0516,student,S0516,BBA
U_S0517,S0517,S0517,student,S0517,BBA
U_S0518,S0518,S0518,student,S0518,BBA
U_S0519,S0519,S0519,student,S0519,BBA
U_S0520,S0520,S0520,student,S0520,BBA
U_S0521,S0521,S0521,student,S0521,BBA
U_S0522,S0522,S0522,student,S0522,BBA
U_S0523,S0523,S0523,student,S0523,BBA
U_S0524,S0524,S0524,student,S0524,BBA
U_S0525,S0525,S0525,student,S0525,BBA
U_S0526,S0526,S0526,student,S0526,BBA
U_S0527,S0527,S0527,student,S0527,BBA
U_S0528,S0528,S0528,student,S0528,BBA
U_S0529,S0529,S0529,student,S0529,BBA
U_S0530,S0530,S0530,student,S0530,BBA
U_S0531,S0531,S0531,student,S0531,BBA
U_S0532,S0532,S0532,student,S0532,BBA
U_S0533,S0533,S0533,student,S0533,BBA
U_S0534,S0534,S0534,student,S0534,BBA
U_S0535,S0535,S0535,student,S0535,BBA
U_S0536,S0536,S0536,student,S0536,BBA
U_S0537,S0537,S0537,student,S0537,BBA
U_S0538,S0538,S0538,student,S0538,BBA
U_S0539,S0539,S0539,student,S0539,BBA
U_S0540,S0540,S0540,student,S0540,BBA
U_S0541,S0541,S0541,student,S0541,BBA
U_S0542,S0542,S0542,student,S0542,BBA
U_S0543,S0543,S0543,student,S0543,BBA
U_S0544,S0544,S0544,student,S0544,BBA
U_S0545,S0545,S0545,student,S0545,BBA
U_S0546,S0546,S0546,student,S0546,BBA
U_S0547,S0547,S0547,student,S0547,BBA
U_S0548,S0548,S0548,student,S0548,BBA
U_S0549,S0549,S0549,student,S0549,BBA
U_S0550,S0550,S0550,student,S0550,BBA
U_S0551,S0551,S0551,student,S0551,BSc
U_S0552,S0552,S0552,student,S0552,BSc
U_S0553,S0553,S0553,student,S0553,BSc
U_S0554,S0554,S0554,student,S0554,BSc
U_S0555,S0555,S0555,student,S0555,BSc
U_S0556,S0556,S0556,student,S0556,BSc
U_S0557,S0557,S0557,student,S0557,BSc
U_S0558,S0558,S0558,student,S0558,BSc
U_S0559,S0559,S0559,student,S0559,BSc
U_S0560,S0560,S0560,student,S0560,BSc
U_S0561,S0561,S0561,student,S0561,BSc
U_S0562,S0562,S0562,student,S0562,BSc
U_S0563,S0563,S0563,student,S0563,BSc
U_S0564,S0564,S0564,student,S0564,BSc
U_S0565,S0565,S0565,student,S0565,BSc
U_S0566,S0566,S0566,student,S0566,BSc
U_S0567,S0567,S0567,student,S0567,BSc
U_S0568,S0568,S0568,student,S0568,BSc
U_S0569,S0569,S0569,student,S0569,BSc
U_S0570,S0570,S0570,student,S0570,BSc
U_S0571,S0571,S0571,student,S0571,BSc
U_S0572,S0572,S0572,student,S0572,BSc
U_S0573,S0573,S0573,student,S0573,BSc
U_S0574,S0574,S0574,student,S0574,BSc
U_S0575,S0575,S0575,student,S0575,BSc
U_S0576,S0576,S0576,student,S0576,BSc
U_S0577,S0577,S0577,student,S0577,BSc
U_S0578,S0578,S0578,student,S0578,BSc
U_S0579,S0579,S0579,student,S0579,BSc
U_S0580,S0580,S0580,student,S0580,BSc
U_S0581,S0581,S0581,student,S0581,BSc
U_S0582,S0582,S0582,student,S0582,BSc
U_S0583,S0583,S0583,student,S0583,BSc
U_S0584,S0584,S0584,student,S0584,BSc
U_S0585,S0585,S0585,student,S0585,BSc
U_S0586,S0586,S0586,student,S0586,BSc
U_S0587,S0587,S0587,student,S0587,BSc
U_S0588,S0588,S0588,student,S0588,BSc
U_S0589,S0589,S0589,student,S0589,BSc
U_S0590,S0590,S0590,student,S0590,BSc
U_S0591,S0591,S0591,student,S0591,BSc
U_S0592,S0592,S0592,student,S0592,BSc
U_S0593,S0593,S0593,student,S0593,BSc
U_S0594,S0594,S0594,student,S0594,BSc
U_S0595,S0595,S0595,student,S0595,BSc
U_S0596,S0596,S0596,student,S0596,BSc
U_S0597,S0597,S0597,student,S0597,BSc
U_S0598,S0598,S0598,student,S0598,BSc
U_S0599,S0599,S0599,student,S0599,BSc
U_S0600,S0600,S0600,student,S0600,BSc
U_S0601,S0601,S0601,student,S0601,BSc
U_S0602,S0602,S0602,student,S0602,BSc
U_S0603,S0603,S0603,student,S0603,BSc
U_S0604,S0604,S0604,student,S0604,BSc
U_S0605,S0605,S0605,student,S0605,BSc
U_S0606,S0606,S0606,student,S0606,BSc
U_S0607,S0607,S0607,student,S0607,BSc
U_S0608,S0608,S0608,student,S0608,BSc
U_S0609,S0609,S0609,student,S0609,BSc
U_S0610,S0610,S0610,student,S0610,BSc
U_S0611,S0611,S0611,student,S0611,BSc
U_S0612,S0612,S0612,student,S0612,BSc
U_S0613,S0613,S0613,student,S0613,BSc
U_S0614,S0614,S0614,student,S0614,BSc
U_S0615,S0615,S0615,student,S0615,BSc
U_S0616,S0616,S0616,student,S0616,BSc
U_S0617,S0617,S0617,student,S0617,BSc
U_S0618,S0618,S0618,student,S0618,BSc
U_S0619,S0619,S0619,student,S0619,BSc
U_S0620,S0620,S0620,student,S0620,BSc
U_S0621,S0621,S0621,student,S0621,BSc
U_S0622,S0622,S0622,student,S0622,BSc
U_S0623,S0623,S0623,student,S0623,BSc
U_S0624,S0624,S0624,student,S0624,BSc
U_S0625,S0625,S0625,student,S0625,BSc
U_S0626,S0626,S0626,student,S0626,BSc
U_S0627,S0627,S0627,student,S0627,BSc
U_S0628,S0628,S0628,student,S0628,BSc
U_S0629,S0629,S0629,student,S0629,BSc
U_S0630,S0630,S0630,student,S0630,BSc
U_S0631,S0631,S0631,student,S0631,BSc
U_S0632,S0632,S0632,student,S0632,BSc
U_S0633,S0633,S0633,student,S0633,BSc
U_S0634,S0634,S0634,student,S0634,BSc
U_S0635,S0635,S0635,student,S0635,BSc
U_S0636,S0636,S0636,student,S0636,BSc
U_S0637,S0637,S0637,student,S0637,BSc
U_S0638,S0638,S0638,student,S0638,BSc
U_S0639,S0639,S0639,student,S0639,BSc
U_S0640,S0640,S0640,student,S0640,BSc
U_S0641,S0641,S0641,student,S0641,BSc
U_S0642,S0642,S0642,student,S0642,BSc
U_S0643,S0643,S0643,student,S0643,BSc
U_S0644,S0644,S0644,student,S0644,BSc
U_S0645,S0645,S0645,student,S0645,BSc
U_S0646,S0646,S0646,student,S0646,BSc
U_S0647,S0647,S0647,student,S0647,BSc
U_S0648,S0648,S0648,student,S0648,BSc
U_S0649,S0649,S0649,student,S0649,BSc
U_S0650,S0650,S0650,student,S0650,BSc
U_S0651,S0651,S0651,student,S0651,BA
U_S0652,S0652,S0652,student,S0652,BA
U_S0653,S0653,S0653,student,S0653,BA
U_S0654,S0654,S0654,student,S0654,BA
U_S0655,S0655,S0655,student,S0655,BA
U_S0656,S0656,S0656,student,S0656,BA
U_S0657,S0657,S0657,student,S0657,BA
U_S0658,S0658,S0658,student,S0658,BA
U_S0659,S0659,S0659,student,S0659,BA
U_S0660,S0660,S0660,student,S0660,BA
U_S0661,S0661,S0661,student,S0661,BA
U_S0662,S0662,S0662,student,S0662,BA
U_S0663,S0663,S0663,student,S0663,BA
U_S0664,S0664,S0664,student,S0664,BA
U_S0665,S0665,S0665,student,S0665,BA
U_S0666,S0666,S0666,student,S0666,BA
U_S0667,S0667,S0667,student,S0667,BA
U_S0668,S0668,S0668,student,S0668,BA
U_S0669,S0669,S0669,student,S0669,BA
U_S0670,S0670,S0670,student,S0670,BA
U_S0671,S0671,S0671,student,S0671,BA
U_S0672,S0672,S0672,student,S0672,BA
U_S0673,S0673,S0673,student,S0673,BA
U_S0674,S0674,S0674,student,S0674,BA
U_S0675,S0675,S0675,student,S0675,BA
U_S0676,S0676,S0676,student,S0676,BA
U_S0677,S0677,S0677,student,S0677,BA
U_S0678,S0678,S0678,student,S0678,BA
U_S0679,S0679,S0679,student,S0679,BA
U_S0680,S0680,S0680,student,S0680,BA
U_S0681,S0681,S0681,student,S0681,BA
U_S0682,S0682,S0682,student,S0682,BA
U_S0683,S0683,S0683,student,S0683,BA
U_S0684,S0684,S0684,student,S0684,BA
U_S0685,S0685,S0685,student,S0685,BA
U_S0686,S0686,S0686,student,S0686,BA
U_S0687,S0687,S0687,student,S0687,BA
U_S0688,S0688,S0688,student,S0688,BA
U_S0689,S0689,S0689,student,S0689,BA
U_S0690,S0690,S0690,student,S0690,BA
U_S0691,S0691,S0691,student,S0691,BA
U_S0692,S0692,S0692,student,S0692,BA
U_S0693,S0693,S0693,student,S0693,BA
U_S0694,S0694,S0694,student,S0694,BA
U_S0695,S0695,S0695,student,S0695,BA
U_S0696,S0696,S0696,student,S0696,BA
U_S0697,S0697,S0697,student,S0697,BA
U_S0698,S0698,S0698,student,S0698,BA
U_S0699,S0699,S0699,student,S0699,BA
U_S0700,S0700,S0700,student,S0700,BA
U_S0701,S0701,S0701,student,S0701,BA
U_S0702,S0702,S0702,student,S0702,BA
U_S0703,S0703,S0703,student,S0703,BA
U_S0704,S0704,S0704,student,S0704,BA
U_S0705,S0705,S0705,student,S0705,BA
U_S0706,S0706,S0706,student,S0706,BA
U_S0707,S0707,S0707,student,S0707,BA
U_S0708,S0708,S0708,student,S0708,BA
U_S0709,S0709,S0709,student,S0709,BA
U_S0710,S0710,S0710,student,S0710,BA
U_S0711,S0711,S0711,student,S0711,BA
U_S0712,S0712,S0712,student,S0712,BA
U_S0713,S0713,S0713,student,S0713,BA
U_S0714,S0714,S0714,student,S0714,BA
U_S0715,S0715,S0715,student,S0715,BA
U_S0716,S0716,S0716,student,S0716,BA
U_S0717,S0717,S0717,student,S0717,BA
U_S0718,S0718,S0718,student,S0718,BA
U_S0719,S0719,S0719,student,S0719,BA
U_S0720,S0720,S0720,student,S0720,BA
U_S0721,S0721,S0721,student,S0721,BA
U_S0722,S0722,S0722,student,S0722,BA
U_S0723,S0723,S0723,student,S0723,BA
U_S0724,S0724,S0724,student,S0724,BA
U_S0725,S0725,S0725,student,S0725,BA
U_S0726,S0726,S0726,student,S0726,BA
U_S0727,S0727,S0727,student,S0727,BA
U_S0728,S0728,S0728,student,S0728,BA
U_S0729,S0729,S0729,student,S0729,BA
U_S0730,S0730,S0730,student,S0730,BA
U_S0731,S0731,S0731,student,S0731,BA
U_S0732,S0732,S0732,student,S0732,BA
U_S0733,S0733,S0733,student,S0733,BA
U_S0734,S0734,S0734,student,S0734,BA
U_S0735,S0735,S0735,student,S0735,BA
U_S0736,S0736,S0736,student,S0736,BA
U_S0737,S0737,S0737,student,S0737,BA
U_S0738,S0738,S0738,student,S0738,BA
U_S0739,S0739,S0739,student,S0739,BA
U_S0740,S0740,S0740,student,S0740,BA
U_S0741,S0741,S0741,student,S0741,BA
U_S0742,S0742,S0742,student,S0742,BA
U_S0743,S0743,S0743,student,S0743,BA
U_S0744,S0744,S0744,student,S0744,BA
U_S0745,S0745,S0745,student,S0745,BA
U_S0746,S0746,S0746,student,S0746,BA
U_S0747,S0747,S0747,student,S0747,BA
U_S0748,S0748,S0748,student,S0748,BA
U_S0749,S0749,S0749,student,S0749,BA
U_S0750,S0750,S0750,student,S0750,BA
U_S0751,S0751,S0751,student,S0751,BA
U_S0752,S0752,S0752,student,S0752,BA
U_S0753,S0753,S0753,student,S0753,BA
U_S0754,S0754,S0754,student,S0754,BA
U_S0755,S0755,S0755,student,S0755,BA
U_S0756,S0756,S0756,student,S0756,BA
U_S0757,S0757,S0757,student,S0757,BA
U_S0758,S0758,S0758,student,S0758,BA
U_S0759,S0759,S0759,student,S0759,BA
U_S0760,S0760,S0760,student,S0760,BA
U_S0761,S0761,S0761,student,S0761,BA
U_S0762,S0762,S0762,student,S0762,BA
U_S0763,S0763,S0763,student,S0763,BA
U_S0764,S0764,S0764,student,S0764,BA
U_S0765,S0765,S0765,student,S0765,BA
U_S0766,S0766,S0766,student,S0766,BA
U_S0767,S0767,S0767,student,S0767,BA
U_S0768,S0768,S0768,student,S0768,BA
U_S0769,S0769,S0769,student,S0769,BA
U_S0770,S0770,S0770,student,S0770,BA
U_S0771,S0771,S0771,student,S0771,BA
U_S0772,S0772,S0772,student,S0772,BA
U_S0773,S0773,S0773,student,S0773,BA
U_S0774,S0774,S0774,student,S0774,BA
U_S0775,S0775,S0775,student,S0775,BA
U_S0776,S0776,S0776,student,S0776,BA
U_S0777,S0777,S0777,student,S0777,BA
U_S0778,S0778,S0778,student,S0778,BA
U_S0779,S0779,S0779,student,S0779,BA
U_S0780,S0780,S0780,student,S0780,BA
U_S0781,S0781,S0781,student,S0781,BA
U_S0782,S0782,S0782,student,S0782,BA
U_S0783,S0783,S0783,student,S0783,BA
U_S0784,S0784,S0784,student,S0784,BA
U_S0785,S0785,S0785,student,S0785,BA
U_S0786,S0786,S0786,student,S0786,BA
U_S0787,S0787,S0787,student,S0787,BA
U_S0788,S0788,S0788,student,S0788,BA
U_S0789,S0789,S0789,student,S0789,BA
U_S0790,S0790,S0790,student,S0790,BA
U_S0791,S0791,S0791,student,S0791,BA
U_S0792,S0792,S0792,student,S0792,BA
U_S0793,S0793,S0793,student,S0793,BA
U_S0794,S0794,S0794,student,S0794,BA
U_S0795,S0795,S0795,student,S0795,BA
U_S0796,S0796,S0796,student,S0796,BA
U_S0797,S0797,S0797,student,S0797,BA
U_S0798,S0798,S0798,student,S0798,BA
U_S0799,S0799,S0799,student,S0799,BA
U_S0800,S0800,S0800,student,S0800,BA
U_S0801,S0801,S0801,student,S0801,BA
U_S0802,S0802,S0802,student,S0802,BA
U_S0803,S0803,S0803,student,S0803,BA
U_S0804,S0804,S0804,student,S0804,BA
U_S0805,S0805,S0805,student,S0805,BA
U_S0806,S0806,S0806,student,S0806,BA
U_S0807,S0807,S0807,student,S0807,BA
U_S0808,S0808,S0808,student,S0808,BA
U_S0809,S0809,S0809,student,S0809,BA
U_S0810,S0810,S0810,student,S0810,BA
U_S0811,S0811,S0811,student,S0811,BA
U_S0812,S0812,S0812,student,S0812,BA
U_S0813,S0813,S0813,student,S0813,BA
U_S0814,S0814,S0814,student,S0814,BA
U_S0815,S0815,S0815,student,S0815,BA
U_S0816,S0816,S0816,student,S0816,BA
U_S0817,S0817,S0817,student,S0817,BA
U_S0818,S0818,S0818,student,S0818,BA
U_S0819,S0819,S0819,student,S0819,BA
U_S0820,S0820,S0820,student,S0820,BA
U_S0821,S0821,S0821,student,S0821,BA
U_S0822,S0822,S0822,student,S0822,BA
U_S0823,S0823,S0823,student,S0823,BA
U_S0824,S0824,S0824,student,S0824,BA
U_S0825,S0825,S0825,student,S0825,BA
U_S0826,S0826,S0826,student,S0826,BA
U_S0827,S0827,S0827,student,S0827,BA
U_S0828,S0828,S0828,student,S0828,BA
U_S0829,S0829,S0829,student,S0829,BA
U_S0830,S0830,S0830,student,S0830,BA
U_S0831,S0831,S0831,student,S0831,BA
U_S0832,S0832,S0832,student,S0832,BA
U_S0833,S0833,S0833,student,S0833,BA
U_S0834,S0834,S0834,student,S0834,BA
U_S0835,S0835,S0835,student,S0835,BA
U_S0836,S0836,S0836,student,S0836,BA
U_S0837,S0837,S0837,student,S0837,BA
U_S0838,S0838,S0838,student,S0838,BA
U_S0839,S0839,S0839,student,S0839,BA
U_S0840,S0840,S0840,student,S0840,BA
U_S0841,S0841,S0841,student,S0841,BA
U_S0842,S0842,S0842,student,S0842,BA
U_S0843,S0843,S0843,student,S0843,BA
U_S0844,S0844,S0844,student,S0844,BA
U_S0845,S0845,S0845,student,S0845,BA
U_S0846,S0846,S0846,student,S0846,BA
U_S0847,S0847,S0847,student,S0847,BA
U_S0848,S0848,S0848,student,S0848,BA
U_S0849,S0849,S0849,student,S0849,BA
U_S0850,S0850,S0850,student,S0850,BA
FAC_CE,cefac,123,faculty,,Civil Engineering
FAC_CSE,csefac,123,faculty,,Computer Engineering
FAC_EE,eefac,123,faculty,,Electrical Engineering
FAC_BSC,bscfac,123,faculty,,BSc
FAC_BA,bafac,123,faculty,,BA
FAC_BBA,bbafac,123,faculty,,BBA
